product_code,product_name,category1,category2,description,image1,image2,image3,image4,image5,imageUrl6,imageUrl7,imageUrl8,imageUrl9,imageUrl10,video,availability,materials_and_dimensions,pageUrl,scrape_date,supplier
PADAUNG STOOL,PADAUNG STOOL,casegoods,Stools,"
				<p></p><p></p>



Padaung women wear neck rings as a symbol of beauty and protection. Just like it, PADAUNG Stool is the balance between softness and strength. Featuring a base in brushed aged brass and tilia wood, this contemporary wood stool will complete any modern contemporary interior design.



<br><p></p>			",https://www.brabbu.com/resources/images/products/124/gallery/padaung-wood-stool-contemporary-design-by-brabbu-1.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-3.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.brabbu.com/resources//images/products/124/gallery/previews/padaung-wood-stool-contemporary-design-by-brabbu-2.jpg,https://www.youtube.com/embed/D3MdxnY26Jk?rel=0,In Stock,"
                        DIMENSIONS<div>Width&nbsp;

30 cm | 11,8”

</div><div>Depth&nbsp;

30 cm | 11,8”

<br>Height 45 cm | 17,7”<div>Ø 30 cm | 11,8”<div><br>MATERIALS</div><div><b></b><b></b>Structure in tilia wood.</div><div>Base in brushed aged brass.<p><b></b></p><b><p> </p></b><br>

<br></div><div><br></div><div><br></div></div></div>                        ",https://www.brabbu.com/product/casegoods/padaung/stool/,28/04/2023,brabbu
YOHO STOOL,YOHO STOOL,casegoods,Stools,"
				<p></p><p></p>



Yoho National Park is known for its expansive glaciers and impressive waterfalls. Made of Carrara marble, YOHO Stool is a tribute to this natural beauty. Place it in a modern contemporary interior design and this marble stool will complement it, adding an exclusive touch.



<br><p></p>			",https://www.brabbu.com/resources/images/products/125/gallery/yoho-stool-1.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-2.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.brabbu.com/resources//images/products/125/gallery/previews/yoho-stool-3.jpg,https://www.youtube.com/embed/fkz6-yCbrmQ?rel=0,In Stock,"
                        DIMENSIONS<br>Width 32 cm | 12,6""<br>Depth 28 cm | 11""<br>Height 42 cm | 16,5""<div><br>MATERIALS<br>

<b></b>Structure in Carrara marble.

<br></div><div><br><br></div>                        ",https://www.brabbu.com/product/casegoods/yoho/stool/,28/04/2023,brabbu
TACCA CENTER TABLE,TACCA CENTER TABLE,casegoods,Center Tables,"
				<p></p><p></p>



Pietro Tacca was a sculptor whose statues were odes to war victories and trophies. TACCA Center Table, with its white Carrara marble top, was also built to be a timeless statue. This white marble centre table brings to any living room set the satisfaction of winning a long day’s battle.



<br><p></p>			",https://www.brabbu.com/resources/images/products/120/gallery/tacca-center-table-2-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-3-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.brabbu.com/resources//images/products/120/gallery/previews/tacca-center-table-1-HR.jpg,https://www.youtube.com/embed/fkz6-yCbrmQ?rel=0,Made by Order,"
                        DIMENSIONS<br>Width 160 cm | 62,9""<br>Depth 82 cm | 32,3""<br>Height 38 cm | 14,96""<div><br>MATERIALS<br>

<b></b><b></b>Structure in white Carrara marble.
<b></b></div><div>
<br><br></div>                        ",https://www.brabbu.com/product/casegoods/tacca/center-table/,28/04/2023,brabbu
GOROKA CENTER TABLE,GOROKA CENTER TABLE,casegoods,Center Tables,"

The Goroka tribe is known for its dazzling explosion of colour and feathers as a way to impress the enemy. GOROKA Center Table takes inspiration from this tribe located in Papua New Guinea. It is coated in a glossy black lacquer making it a memorable round centre table to place in any interior design.

<br>",https://www.brabbu.com/resources/images/products/730/gallery/3.jpg,https://www.brabbu.com/resources/images/products/730/gallery/2.jpg,https://www.brabbu.com/resources/images/products/730/gallery/3.jpg,https://www.brabbu.com/resources/images/products/730/gallery/4.jpg,https://www.brabbu.com/resources/images/products/730/gallery/6.jpg,https://www.brabbu.com/resources/images/products/730/gallery/5.jpg,,,,,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,,https://www.brabbu.com/home/product/casegoods/goroka/center-table,28/04/2023,brabbu
KOI CENTER TABLE,KOI CENTER TABLE,casegoods,Center Tables,,https://www.brabbu.com/resources/images/products/653/gallery/2.jpg,https://www.brabbu.com/resources/images/products/653/gallery/7.jpg,https://www.brabbu.com/resources/images/products/653/gallery/8.jpg,https://www.brabbu.com/resources/images/products/653/gallery/9.jpg,https://www.brabbu.com/resources/images/products/653/gallery/10.jpg,https://www.brabbu.com/resources/images/products/653/gallery/11.jpg,https://www.brabbu.com/resources/images/products/653/gallery/12.jpg,https://www.brabbu.com/resources/images/products/653/gallery/1.jpg,https://www.brabbu.com/resources/images/products/653/gallery/2.jpg,https://www.brabbu.com/resources/images/products/653/gallery/3.jpg,https://www.youtube.com/embed/hG6MWVUTZU8?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,"<p>DIMENSIONS</p><p>WIDTH  80 cm | 31,5”</p>
<p>DEPTH 80 cm | 31,5”</p>
<p>HEIGHT 55 cm | 21,7”</p>
<p><br></p>
<p>MATERIALS</p>
<p>

</p>

<b><p></p></b><p>Structure in brushed aged brass with patine matte.</p><p>Top in bronze glass.</p><b><p></p></b><p></p><div><div><div>


<br>
	
&nbsp;</div></div></div>",https://www.brabbu.com/home/product/casegoods/koi/center-table,28/04/2023,brabbu
LALLAN CENTER TABLE,LALLAN CENTER TABLE,casegoods,Center Tables,"



The Lowlands of Scotland are called Lallans, also designating the integration, blending, and combination of some Scots dialects. LALLAN Rectangular Center Table combines four different materials and finishes as pallisander veneer, black lacquer, polished brass and antique brass. All these components cross and integrate harmoniously, creating the LALLAN Rectangular Wooden Center Table.



<br>",https://www.brabbu.com/resources/images/products/55/gallery/1.jpg,https://www.brabbu.com/resources/images/products/55/gallery/9.jpg,https://www.brabbu.com/resources/images/products/55/gallery/8.jpg,https://www.brabbu.com/resources/images/products/55/gallery/10.jpg,https://www.brabbu.com/resources/images/products/55/gallery/3.jpg,https://www.brabbu.com/resources/images/products/55/gallery/1.jpg,https://www.brabbu.com/resources/images/products/55/gallery/2.jpg,https://www.brabbu.com/resources/images/products/55/gallery/4.jpg,https://www.brabbu.com/resources/images/products/55/gallery/6.jpg,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,IN STOCK,"<p>DIMENSIONS <br>Width 120 cm | 47,2"" <br>Depth 90 cm | 35,4"" <br>Height 37 cm | 14,6"" <br><br>MATERIALS <br>

<b></b>Structure in palisander wood veneer, high gloss black lacquer, polished brass and antique brass.
</p><p>
<br></p>",https://www.brabbu.com/home/product/casegoods/lallan/center-table,28/04/2023,brabbu
LALLAN II CENTER TABLE,LALLAN II CENTER TABLE,casegoods,Center Tables,,https://www.brabbu.com/resources/images/products/64/gallery/3.jpg,https://www.brabbu.com/resources/images/products/64/gallery/2.jpg,https://www.brabbu.com/resources/images/products/64/gallery/3.jpg,https://www.brabbu.com/resources/images/products/64/gallery/4.jpg,https://www.brabbu.com/resources/images/products/64/gallery/5.jpg,https://www.brabbu.com/resources/images/products/64/gallery/6.jpg,,,,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,,https://www.brabbu.com/home/product/casegoods/lallan-ii/center-table,28/04/2023,brabbu
LATZA CENTER TABLE,LATZA CENTER TABLE,casegoods,Center Tables,"



The pyramid of stones on the shore of Lake Baikal, known as Latza, inspired our designers to create the LATZA Center Table. Featuring a top in walnut root veneer with a matte varnish and details in matte hammered brushed aged brass, this walnut centre table is sure to impress in any decor and room design.



<br>",https://www.brabbu.com/resources/images/products/422/gallery/6.jpg,https://www.brabbu.com/resources/images/products/422/gallery/4.jpg,https://www.brabbu.com/resources/images/products/422/gallery/5.jpg,https://www.brabbu.com/resources/images/products/422/gallery/6.jpg,https://www.brabbu.com/resources/images/products/422/gallery/7.jpg,https://www.brabbu.com/resources/images/products/422/gallery/1.jpg,https://www.brabbu.com/resources/images/products/422/gallery/2.jpg,,,,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,"<p>DIMENSIONS
<br>Width 120 cm | 47,2""
<br>Depth 90 cm | 35,4""
<br>Height 

40 cm | 15,7""


<br><br>MATERIALS
<br>

<b></b>Structure in walnut root veneer, aged hammered brass and matte finish.
</p><p>
<br></p>",https://www.brabbu.com/home/product/casegoods/latza--/center-table,28/04/2023,brabbu
LURAY CENTER TABLE,LURAY CENTER TABLE,casegoods,Center Tables,"
				<p>









The Luray Caverns, in Shenandoah Valley, are known for their unique and amazing beauty. The LURAY Centre Table pays tribute to the stalactites found inside. With a structure in brushed brass matte and tabletops in glossy palisander veneer and bronze glass, this modern coffee table is going to be the centre of attention in your modern living room design.



<br></p>			",https://www.brabbu.com/resources/images/products/847/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/847/gallery/previews/3_167x93.jpg,https://www.youtube.com/embed/gf_Tt02I2W4?rel=0,In Stock,"
                        <p>

DIMENSIONS</p><p>

WIDTH 









180 cm | 70,86""












<br></p><p>



DEPTH&nbsp; 







120 cm | 47,24""













</p><p>

HEIGHT 









45 cm | 17,71""





















<br></p><p><br></p><p>

MATERIALS</p><p></p>





STRUCTURE Brushed brass matte

<div><br></div><div>



TABLE TOPS Glossy palisander wood veneer. Bronze glass



<br>&nbsp;



<p>







<br></p></div>                        ",https://www.brabbu.com/product/casegoods/luray/center-table/,28/04/2023,brabbu
MANUKA CENTER TABLE,MANUKA CENTER TABLE,casegoods,Center Tables,,https://www.brabbu.com/resources/images/products/67/gallery/4.jpg,https://www.brabbu.com/resources/images/products/67/gallery/11.jpg,https://www.brabbu.com/resources/images/products/67/gallery/12.jpg,https://www.brabbu.com/resources/images/products/67/gallery/13.jpg,https://www.brabbu.com/resources/images/products/67/gallery/14.jpg,https://www.brabbu.com/resources/images/products/67/gallery/15.jpg,https://www.brabbu.com/resources/images/products/67/gallery/16.jpg,https://www.brabbu.com/resources/images/products/67/gallery/17.jpg,https://www.brabbu.com/resources/images/products/67/gallery/18.jpg,https://www.brabbu.com/resources/images/products/67/gallery/8.jpg,https://www.youtube.com/embed/KAUVhpFUzv4?showinfo=0,IN STOCK,,https://www.brabbu.com/home/product/casegoods/manuka/center-table,28/04/2023,brabbu
MECCA CENTER TABLE,MECCA CENTER TABLE,casegoods,Center Tables,,https://www.brabbu.com/resources/images/products/68/gallery/Mecca%20I%20Center%20Table_800x500_1_.jpg,,,,,,,,,,https://www.youtube.com/embed/sy7dce-fU6E?showinfo=0,IN STOCK,,https://www.brabbu.com/home/product/casegoods/mecca/center-table,28/04/2023,brabbu
MECCA OVAL CENTER TABLE,MECCA OVAL CENTER TABLE,casegoods,Center Tables,"
				<p></p><p></p>



Mosques are not only places for the spiritual cult and also majestic architectural works. MECCA Oval Center Table features brushed aged brass matte columns that resemble the architectural heritage from the mosques. This oval centre table will enhance any modern interior design.



<br><p></p>			",https://www.brabbu.com/resources/images/products/69/gallery/mecca-center-table-2-1-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-2-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.brabbu.com/resources//images/products/69/gallery/previews/mecca-center-table-2-3-HR.jpg,https://www.youtube.com/embed/sy7dce-fU6E?rel=0,In Stock,"
                        DIMENSIONS<br>Width 120 cm | 47,2”<br>Depth 60 cm | 23,6”<br>Height 50 cm | 19,6”<br><br><div>

MATERIAL<br>

<b><p></p></b><p>Structure in brushed matte brass.</p><p>Top in marble Nero Marquina.</p>

<div><br><br></div><div><br></div></div>                        ",https://www.brabbu.com/product/casegoods/mecca-oval/center-table/,28/04/2023,brabbu
SEQUOIA CENTER TABLE,SEQUOIA CENTER TABLE,casegoods,Center Tables,,https://www.brabbu.com/resources/images/products/118/gallery/14_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/2_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/3_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/4_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/5_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/6_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/8_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/9_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/19_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/118/gallery/18_800x500_2_.jpg,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,,https://www.brabbu.com/home/product/casegoods/sequoia/center-table,28/04/2023,brabbu
