product_code,product_name,category1,category2,description,image1,image2,image3,image4,image5,imageUrl6,imageUrl7,imageUrl8,imageUrl9,imageUrl10,video,availability,pageUrl,scrape_date,supplier
BLACK AGATHA SURFACE,BLACK AGATHA SURFACE,bathroom,Surfaces,"
				<p>Black Agatha is a decorative art panel for a bathroom that features a composition pattern similar to agate stones. Using digital art techniques, this art panel presents a mirrored effect, with its white and grey colors bringing a soothing look to your bathroom.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/385/gallery/black_agatha_surfaces-1-540x505.jpg,https://www.brabbu.com/resources//images/products/385/gallery/previews/black_agatha_surface_2-167x93.jpg,,,,,,,,,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/black-agatha/surface/,20/04/2023,brabbu
BRONZE RUST SURFACE,BRONZE RUST SURFACE,bathroom,Surfaces,"
				<p>If you want a warm and cozy bathroom, the Bronze Rust art panel is the right choice. Resembling real stone, this versatile combination of two aluminum sheets with a polyethylene core makes the perfect complement to any luxury bathroom.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/387/gallery/bronze_rust_surfaces-1-540x505.jpg,https://www.brabbu.com/resources//images/products/387/gallery/previews/bronze_rust_surface_2-167x93.jpg,,,,,,,,,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/bronze-rust/surface/,20/04/2023,brabbu
CRISTAL LARZAC SURFACE,CRISTAL LARZAC SURFACE,bathroom,Surfaces,"
				<p>The French Larzac Desert in France inspired the creation of this art panel. Resembling a big slab of marble in beautiful beige and caramel tones with golden glitter details, this surface is truly breathtaking. A true statement of luxury design.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/388/gallery/cristal_larzac_surfaces-1-540x505.jpg,,,,,,,,,,,"
					In Stock				",https://www.brabbu.com/product/bathroom/cristal-larzac/surface/,20/04/2023,brabbu
CROSS GREY SURFACE,CROSS GREY SURFACE,bathroom,Surfaces,"
				<p>

If having a bathroom full of marble is your dream, the Cross Grey art panel is the perfect choice. With the help of digital art and handmade techniques, this surface is made to look like the well-known Carrara marble. Perfect for a high-end luxury bathroom.</p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br><br></p>			",https://www.brabbu.com/resources/images/products/389/gallery/cross_grey_surfaces-1-540x505.jpg,https://www.brabbu.com/resources//images/products/389/gallery/previews/cross_grey_surface_2-167x93.jpg,,,,,,,,,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/cross-grey/surface/,20/04/2023,brabbu
GOLD ONYX SURFACE,GOLD ONYX SURFACE,bathroom,Surfaces,"
				<p>

Onyx was very popular among the ancient Romans and Greeks and inspired the creation of this elevated art panel. The name comes from the Greek word onux, meaning fingernail. Onyx is known for bringing good fortune and helping in releasing negative emotions, making it the perfect solution for your bathroom.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/390/gallery/gold_onyx_surfaces-1-540x505.jpg,,,,,,,,,,,"
					In Stock				",https://www.brabbu.com/product/bathroom/gold-onyx/surface/,20/04/2023,brabbu
SMOKED HONEY SURFACE,SMOKED HONEY SURFACE,bathroom,Surfaces,"
				<p>

With some lighter tones, the Smoked Honey art panel will give a smoother and lighter look to your bathroom. Perfect for a golden tone bathroom, this art panel will surely be a conversational item in any bathroom area. The water-proofing treatment it gets allows these panels to be used on the shower wall as well.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/391/gallery/smoked_honey_surfaces-1-540x505.jpg,https://www.brabbu.com/resources//images/products/391/gallery/previews/smoked_honey_surface_2-167x93.jpg,,,,,,,,,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/smoked-honey/surface/,20/04/2023,brabbu
SNOW HANNA SURFACE,SNOW HANNA SURFACE,bathroom,Surfaces,"
				<p>

The Snow Hanna art panel depicts the soft and delicate figure of a woman’s back merged in a white and brown marble texture. A more artistic side is given to this art panel, perfect to be admired as a painting while taking a long and relaxing bath on one of our bathtubs.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/392/gallery/snow_hanna_surfaces-1-540x505.jpg,,,,,,,,,,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/snow-hanna/surface/,20/04/2023,brabbu
A STEP BY STEP GUIDE TO,A STEP BY STEP GUIDE TO,bathroom,Surfaces,,,,,,,,,,,,,,https://www.brabbu.com/home/,20/04/2023,brabbu
METROPOLITAN WASHBASIN,METROPOLITAN WASHBASIN,bathroom,WashBasins,"
				<p>Inspired in The Metropolitan Museum of Art, this washbasin resembles a central mausoleum structure, blending the contemporary chic urban attitude with the classic sober lines. The wooden structure and feet are black lacquered with a high gloss black varnish, featuring a carefully handcrafted carving detail on the glass doors. It has a countertop and rectangular sink made of Nero Marquina marble, making this piece extremely elegant and luxurious.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/379/gallery/metropolitan_washbasin-1-540x505.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-2-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/379/gallery/previews/Metropolitan_Washbasin-3-167x93.jpg,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/metropolitan/washbasin/,20/04/2023,brabbu
PETRA WASHBASIN,PETRA WASHBASIN,bathroom,WashBasins,"
				<p>The melted marble look of the Petra Washbasin takes us to the City of Petra where buildings are carved directly in the stone cliffs. By adding this washbasin to your bathroom, it is a sure guarantee of luxurious and exquisite environment creation. The Petra Washbasin features a high gloss black lacquered wood structure with a spacious and functional drawer on the front. It is finished with a carved melted vessel sink made entirely by one single block of Ibiza Marble.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/594/gallery/petra-washbasin-1-540x505.jpg,https://www.brabbu.com/resources//images/products/594/gallery/previews/petra-washbasin-2-167x93.jpg,,,,,,,,,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/petra/washbasin/,20/04/2023,brabbu
TORTOISE WASHBASIN,TORTOISE WASHBASIN,bathroom,WashBasins,"
				<p>For centuries, the tortoise’s hard outer shell has been the inspiration for different pieces, highly appreciated by its decorative purposes. The reason is its beautiful patterns and colors, which make the Tortoise Washbasin unique. Black, grey and golden colors show a marvelous piece, contrasting with the golden tap and sinks and black legs. Highly functional, it includes a mirrored shelf, a built-in drawer, gold plated tubes where you can hang the most comfortable towels and a spacious Nero Marquina countertop.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/595/gallery/tortoise-washbasin-1-540x505.jpg,https://www.brabbu.com/resources//images/products/595/gallery/previews/tortoise-washbasin-2-167x93.jpg,,,,,,,,,,"
					In Stock				",https://www.brabbu.com/product/bathroom/tortoise/washbasin/,20/04/2023,brabbu
TORTOISE SINGLE WASHBASIN,TORTOISE SINGLE WASHBASIN,bathroom,WashBasins,"
				<p>For centuries, Tortoise hard outer shell has the inspiration for different pieces, highly appreciated by its decorative purposes. The reason is its beautiful patterns and colours, which make this product unique. Black, grey and golden colours shows a marvellous piece, contrasting with the golden tap and black legs. Use to create a better sense of space division in your ambiences.<br></p><p><i>by <b>Maison Valentina</b></i></p>			",https://www.brabbu.com/resources/images/products/701/gallery/tortoise-single-washbasin-1.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,https://www.brabbu.com/resources//images/products/701/gallery/previews/tortoise-single-washbasin-2.jpg,,"
					In Stock				",https://www.brabbu.com/product/bathroom/tortoise/single-washbasin/,20/04/2023,brabbu
CROCHET WASHBASIN,CROCHET WASHBASIN,bathroom,WashBasins,"
				<p>Crochet Washbasin features the traditional Portuguese knitting technique with the most modern design. Made of a white cream lacquered wooden body with elegant knitting brass details, this washbasin represents the culture and people from Portugal. Its countertop is in marble and the two vessel sinks in polished brass, supported by French-style feet, referring to the antique furniture. Definitely a timeless design piece!<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/381/gallery/crochet_washbasin-1-540x505.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-2-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/381/gallery/previews/Crochet_Wasbasin-3-167x93.jpg,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/crochet/washbasin/,20/04/2023,brabbu
KOI WASHBASIN,KOI WASHBASIN,bathroom,WashBasins,"
				<p>Koi carp is a recurring symbol of Japanese culture, highly appreciated for its decorative purposes, not only in water gardens but also in Irezumi practice or, most commonly, in tattoos. Its natural color mutations reveal their capacity to adapt, just like the Koi washbasin that you can use to create a better sense of space division in your ambiences. The Koi scales that compose the panels of the washbasin shine and reflect – on its brass surface – the sun caught through the clear water.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/378/gallery/koi_washbasin_1-540x505.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_2-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/378/gallery/previews/Koi_Washbasin_3-167x93.jpg,,"
					In Stock				",https://www.brabbu.com/product/bathroom/koi/washbasin/,20/04/2023,brabbu
NEWTON WASHBASIN,NEWTON WASHBASIN,bathroom,WashBasins,"
				<p>Newton is a revolutionary statement piece created to fulfill the needs of those who are looking for the best in contemporary furniture design mixed with exquisite details and high-quality materials. Defying the laws of physics, the Newton Washbasin has grown from the ancient art of casting metal, where metal is heated until melted into spheres and semi-spheres shape.&nbsp;<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/380/gallery/newton_washbasin-1-540x505.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-2-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/380/gallery/previews/newton_washbasin-3-167x93.jpg,,"
					In Stock				",https://www.brabbu.com/product/bathroom/newton/washbasin/,20/04/2023,brabbu
SYMPHONY WASHBASIN,SYMPHONY WASHBASIN,bathroom,WashBasins,"
				<p>The Symphony Washbasin draws inspiration from church organ tubes, as well as the curves of a violin. Like all of Maison Valentina’s designs, the Symphony Washbasin is handmade by experienced artisans, each with different specialties, from metalwork to woodcarving. It features a cluster of polished brass tubes that envelopes an exotic wood structure and it's interior contains one large glass shelf and the countertop is all made of Nero Marquina Marble.&nbsp;<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/382/gallery/symphony_washbasin-1-540x505.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-2-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,https://www.brabbu.com/resources//images/products/382/gallery/previews/Symphony_Washbasin-3-167x93.jpg,,"
					In Stock				",https://www.brabbu.com/product/bathroom/symphony/washbasin/,20/04/2023,brabbu
KOI SINGLE WASHBASIN,KOI SINGLE WASHBASIN,bathroom,WashBasins,"
				<p>Koi single washbasin is the definition of artisanship itself. It features a patterned aged brass body. It features a large and squared Nero Marquina marble sink, also available in white Estremoz, Carrara, Guatemala or Emperador marble. It is the perfect piece of design for a bold decoration in a luxury bathroom.<br></p><p>

<i>by </i><b><i>Maison Valentina</i></b><i>
</i>
<br></p>			",https://www.brabbu.com/resources/images/products/377/gallery/koi_single_washbasin_1-540x505.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_2-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,https://www.brabbu.com/resources//images/products/377/gallery/previews/koi_single_washbasin_3-167x93.jpg,,"
					Made by Order				",https://www.brabbu.com/product/bathroom/koi/single-washbasin/,20/04/2023,brabbu
EDEN STONE FREESTAND,EDEN STONE FREESTAND,bathroom,Freestands,"
				<p>The Eden Marble Freestanding is inspired by the shape of a tree stump. This beautiful irregular shaped piece is carved from our finest marble selection. When looking for the perfect element to distinguish your bathroom project, the Eden Stone freestanding is a unique masterpiece option. <br></p><p><i>by <b>Maison Valentina</b></i></p>			",https://www.brabbu.com/resources/images/products/703/gallery/Eden-stone-freestanding-1.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-2.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,https://www.brabbu.com/resources//images/products/703/gallery/previews/Eden-stone-freestanding-3.jpg,,"
					In Stock				",https://www.brabbu.com/product/bathroom/eden-stone/freestand/,20/04/2023,brabbu
